Year,Month,DayofMonth,DayOfWeek,FlightDate,Reporting_Airline,Origin,OriginCityName,OriginState,Dest,DestCityName,DestState,DepDelay,DepDelayMinutes,DepDel15,TaxiOut,TaxiIn,ArrDelay,ArrDelayMinutes,ArrDel15,Cancelled,CancellationCode,Diverted,CRSElapsedTime,ActualElapsedTime,AirTime,Distance,DistanceGroup,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,MonthName,IsDelayed,DelayCategory,SpeedMph,TotalGround
2024,1,23,2,2024-01-23,HA,LIH,"Lihue, HI",HI,HNL,"Honolulu, HI",HI,4.0,4.0,0.0,24.0,13.0,25.0,25.0,1.0,0.0,,0.0,40.0,61.0,24.0,102.0,1,0.0,21.0,0.0,0.0,4.0,February,1,Moderate Delay,255.0,37.0
2024,4,21,7,2024-04-21,OO,GEG,"Spokane, WA",WA,SEA,"Seattle, WA",WA,-2.0,0.0,0.0,10.0,17.0,-14.0,0.0,0.0,0.0,,0.0,84.0,72.0,45.0,224.0,1,0.0,0.0,0.0,0.0,0.0,February,0,Early/OnTime,298.67,27.0
2024,1,20,6,2024-01-20,AA,MIA,"Miami, FL",FL,SJU,"San Juan, PR",PR,65.0,65.0,1.0,37.0,24.0,91.0,91.0,1.0,0.0,,0.0,156.0,182.0,121.0,1045.0,5,59.0,0.0,26.0,0.0,6.0,February,1,Severe Delay,518.18,61.0
2024,2,18,7,2024-02-18,OH,DAY,"Dayton, OH",OH,DFW,"Dallas/Fort Worth, TX",TX,203.0,203.0,1.0,30.0,17.0,183.0,183.0,1.0,0.0,,0.0,188.0,168.0,121.0,861.0,4,183.0,0.0,0.0,0.0,0.0,February,1,Severe Delay,426.94,47.0
2024,1,5,5,2024-01-05,OH,CLT,"Charlotte, NC",NC,IAD,"Washington, DC",VA,-6.0,0.0,0.0,19.0,9.0,-14.0,0.0,0.0,0.0,,0.0,90.0,82.0,54.0,322.0,2,0.0,0.0,0.0,0.0,0.0,February,0,Early/OnTime,357.78,28.0
2024,3,5,2,2024-03-05,DL,ATL,"Atlanta, GA",GA,GEG,"Spokane, WA",WA,-3.0,0.0,0.0,16.0,3.0,-10.0,0.0,0.0,0.0,,0.0,294.0,287.0,268.0,1969.0,8,0.0,0.0,0.0,0.0,0.0,February,0,Early/OnTime,440.82,19.0
2024,3,25,1,2024-03-25,WN,DEN,"Denver, CO",CO,BZN,"Bozeman, MT",MT,-5.0,0.0,0.0,17.0,3.0,-15.0,0.0,0.0,0.0,,0.0,105.0,95.0,75.0,524.0,3,0.0,0.0,0.0,0.0,0.0,February,0,Early/OnTime,419.2,20.0
2024,3,14,4,2024-03-14,WN,ORD,"Chicago, IL",IL,PHX,"Phoenix, AZ",AZ,13.0,13.0,0.0,22.0,6.0,5.0,5.0,0.0,0.0,,0.0,240.0,232.0,204.0,1440.0,6,0.0,0.0,0.0,0.0,0.0,February,0,Minor Delay,423.53,28.0
2024,4,1,1,2024-04-01,WN,LAS,"Las Vegas, NV",NV,LAX,"Los Angeles, CA",CA,17.0,17.0,1.0,15.0,9.0,1.0,1.0,0.0,0.0,,0.0,80.0,64.0,40.0,236.0,1,0.0,0.0,0.0,0.0,0.0,February,0,Minor Delay,354.0,24.0
2024,1,1,1,2024-01-01,AA,DFW,"Dallas/Fort Worth, TX",TX,TPA,"Tampa, FL",FL,-4.0,0.0,0.0,12.0,5.0,-22.0,0.0,0.0,0.0,,0.0,139.0,121.0,104.0,929.0,4,0.0,0.0,0.0,0.0,0.0,February,0,Early/OnTime,535.96,17.0
2024,4,2,2,2024-04-02,UA,IAH,"Houston, TX",TX,BNA,"Nashville, TN",TN,139.0,139.0,1.0,23.0,9.0,124.0,124.0,1.0,0.0,,0.0,121.0,106.0,74.0,657.0,3,7.0,0.0,0.0,0.0,117.0,February,1,Severe Delay,532.7,32.0
2024,2,10,6,2024-02-10,YX,BOS,"Boston, MA",MA,JFK,"New York, NY",NY,-3.0,0.0,0.0,14.0,10.0,-15.0,0.0,0.0,0.0,,0.0,83.0,71.0,47.0,187.0,1,0.0,0.0,0.0,0.0,0.0,February,0,Early/OnTime,238.72,24.0
2024,1,2,2,2024-01-02,UA,SFO,"San Francisco, CA",CA,EWR,"Newark, NJ",NJ,0.0,0.0,0.0,23.0,12.0,-3.0,0.0,0.0,0.0,,0.0,312.0,309.0,274.0,2565.0,11,0.0,0.0,0.0,0.0,0.0,February,0,Early/OnTime,561.68,35.0
2024,1,31,3,2024-01-31,OO,SMF,"Sacramento, CA",CA,LAX,"Los Angeles, CA",CA,-10.0,0.0,0.0,12.0,10.0,-25.0,0.0,0.0,0.0,,0.0,100.0,85.0,63.0,373.0,2,0.0,0.0,0.0,0.0,0.0,February,0,Early/OnTime,355.24,22.0
2024,2,13,2,2024-02-13,WN,ROC,"Rochester, NY",NY,MDW,"Chicago, IL",IL,-4.0,0.0,0.0,12.0,5.0,-33.0,0.0,0.0,0.0,,0.0,130.0,101.0,84.0,523.0,3,0.0,0.0,0.0,0.0,0.0,February,0,Early/OnTime,373.57,17.0
2024,3,19,2,2024-03-19,AA,DFW,"Dallas/Fort Worth, TX",TX,ELP,"El Paso, TX",TX,-2.0,0.0,0.0,26.0,4.0,0.0,0.0,0.0,0.0,,0.0,110.0,112.0,82.0,551.0,3,0.0,0.0,0.0,0.0,0.0,February,0,Early/OnTime,403.17,30.0
2024,3,15,5,2024-03-15,B6,LGA,"New York, NY",NY,RSW,"Fort Myers, FL",FL,5.0,5.0,0.0,20.0,21.0,1.0,1.0,0.0,0.0,,0.0,200.0,196.0,155.0,1080.0,5,0.0,0.0,0.0,0.0,0.0,February,0,Minor Delay,418.06,41.0
2024,1,10,3,2024-01-10,OO,SFO,"San Francisco, CA",CA,BUR,"Burbank, CA",CA,7.0,7.0,0.0,20.0,5.0,-6.0,0.0,0.0,0.0,,0.0,84.0,71.0,46.0,326.0,2,0.0,0.0,0.0,0.0,0.0,February,0,Early/OnTime,425.22,25.0
2024,1,13,6,2024-01-13,MQ,DFW,"Dallas/Fort Worth, TX",TX,CHA,"Chattanooga, TN",TN,-6.0,0.0,0.0,19.0,5.0,-20.0,0.0,0.0,0.0,,0.0,121.0,107.0,83.0,695.0,3,0.0,0.0,0.0,0.0,0.0,February,0,Early/OnTime,502.41,24.0
2024,3,23,6,2024-03-23,WN,ISP,"Islip, NY",NY,BWI,"Baltimore, MD",MD,136.0,136.0,1.0,9.0,4.0,122.0,122.0,1.0,0.0,,0.0,80.0,66.0,53.0,220.0,1,0.0,0.0,0.0,0.0,122.0,February,1,Severe Delay,249.06,13.0
2024,2,13,2,2024-02-13,B6,AUS,"Austin, TX",TX,BOS,"Boston, MA",MA,-10.0,0.0,0.0,14.0,10.0,-33.0,0.0,0.0,0.0,,0.0,230.0,207.0,183.0,1698.0,7,0.0,0.0,0.0,0.0,0.0,February,0,Early/OnTime,556.72,24.0
2024,2,22,4,2024-02-22,DL,BNA,"Nashville, TN",TN,BOS,"Boston, MA",MA,-9.0,0.0,0.0,15.0,7.0,-6.0,0.0,0.0,0.0,,0.0,152.0,155.0,133.0,942.0,4,0.0,0.0,0.0,0.0,0.0,February,0,Early/OnTime,424.96,22.0
2024,4,24,3,2024-04-24,WN,MCI,"Kansas City, MO",MO,LAS,"Las Vegas, NV",NV,3.0,3.0,0.0,11.0,7.0,-1.0,0.0,0.0,0.0,,0.0,185.0,181.0,163.0,1139.0,5,0.0,0.0,0.0,0.0,0.0,February,0,Early/OnTime,419.26,18.0
2024,2,21,3,2024-02-21,UA,ORD,"Chicago, IL",IL,EWR,"Newark, NJ",NJ,-3.0,0.0,0.0,22.0,5.0,-9.0,0.0,0.0,0.0,,0.0,122.0,116.0,89.0,719.0,3,0.0,0.0,0.0,0.0,0.0,February,0,Early/OnTime,484.72,27.0
2024,2,12,1,2024-02-12,WN,CRP,"Corpus Christi, TX",TX,HOU,"Houston, TX",TX,-6.0,0.0,0.0,11.0,3.0,-17.0,0.0,0.0,0.0,,0.0,60.0,49.0,35.0,187.0,1,0.0,0.0,0.0,0.0,0.0,February,0,Early/OnTime,320.57,14.0
2024,3,30,6,2024-03-30,DL,SLC,"Salt Lake City, UT",UT,JFK,"New York, NY",NY,-3.0,0.0,0.0,17.0,9.0,-48.0,0.0,0.0,0.0,,0.0,278.0,233.0,207.0,1990.0,8,0.0,0.0,0.0,0.0,0.0,February,0,Early/OnTime,576.81,26.0
2024,2,9,5,2024-02-09,DL,BOS,"Boston, MA",MA,DFW,"Dallas/Fort Worth, TX",TX,-7.0,0.0,0.0,15.0,10.0,-19.0,0.0,0.0,0.0,,0.0,286.0,274.0,249.0,1562.0,7,0.0,0.0,0.0,0.0,0.0,February,0,Early/OnTime,376.39,25.0
2024,4,14,7,2024-04-14,MQ,FWA,"Fort Wayne, IN",IN,DFW,"Dallas/Fort Worth, TX",TX,-7.0,0.0,0.0,9.0,18.0,-15.0,0.0,0.0,0.0,,0.0,166.0,158.0,131.0,859.0,4,0.0,0.0,0.0,0.0,0.0,February,0,Early/OnTime,393.44,27.0
2024,4,17,3,2024-04-17,OO,ALB,"Albany, NY",NY,DTW,"Detroit, MI",MI,-4.0,0.0,0.0,26.0,9.0,-1.0,0.0,0.0,0.0,,0.0,111.0,114.0,79.0,489.0,2,0.0,0.0,0.0,0.0,0.0,February,0,Early/OnTime,371.39,35.0
2024,4,27,6,2024-04-27,AA,CLT,"Charlotte, NC",NC,RDU,"Raleigh/Durham, NC",NC,3.0,3.0,0.0,13.0,3.0,-4.0,0.0,0.0,0.0,,0.0,56.0,49.0,33.0,130.0,1,0.0,0.0,0.0,0.0,0.0,February,0,Early/OnTime,236.36,16.0
2024,4,30,2,2024-04-30,AA,FLL,"Fort Lauderdale, FL",FL,ORD,"Chicago, IL",IL,36.0,36.0,1.0,23.0,17.0,27.0,27.0,1.0,0.0,,0.0,209.0,200.0,160.0,1182.0,5,0.0,0.0,0.0,16.0,11.0,February,1,Moderate Delay,443.25,40.0
2024,1,6,6,2024-01-06,WN,ROC,"Rochester, NY",NY,BWI,"Baltimore, MD",MD,-2.0,0.0,0.0,9.0,3.0,-5.0,0.0,0.0,0.0,,0.0,70.0,67.0,55.0,277.0,2,0.0,0.0,0.0,0.0,0.0,February,0,Early/OnTime,302.18,12.0
2024,2,17,6,2024-02-17,WN,LAX,"Los Angeles, CA",CA,SMF,"Sacramento, CA",CA,-1.0,0.0,0.0,14.0,3.0,-6.0,0.0,0.0,0.0,,0.0,85.0,80.0,63.0,373.0,2,0.0,0.0,0.0,0.0,0.0,February,0,Early/OnTime,355.24,17.0
2024,4,18,4,2024-04-18,WN,COS,"Colorado Springs, CO",CO,LAS,"Las Vegas, NV",NV,440.0,440.0,1.0,20.0,8.0,447.0,447.0,1.0,0.0,,0.0,120.0,127.0,99.0,604.0,3,440.0,0.0,7.0,0.0,0.0,February,1,Severe Delay,366.06,28.0
2024,4,7,7,2024-04-07,B6,MSY,"New Orleans, LA",LA,FLL,"Fort Lauderdale, FL",FL,16.0,16.0,1.0,13.0,5.0,3.0,3.0,0.0,0.0,,0.0,117.0,104.0,86.0,674.0,3,0.0,0.0,0.0,0.0,0.0,February,0,Minor Delay,470.23,18.0
2024,3,13,3,2024-03-13,OO,ATL,"Atlanta, GA",GA,EVV,"Evansville, IN",IN,-4.0,0.0,0.0,14.0,5.0,-10.0,0.0,0.0,0.0,,0.0,81.0,75.0,56.0,350.0,2,0.0,0.0,0.0,0.0,0.0,February,0,Early/OnTime,375.0,19.0
2024,2,16,5,2024-02-16,AA,AUS,"Austin, TX",TX,LAS,"Las Vegas, NV",NV,-8.0,0.0,0.0,22.0,8.0,-8.0,0.0,0.0,0.0,,0.0,182.0,182.0,152.0,1090.0,5,0.0,0.0,0.0,0.0,0.0,February,0,Early/OnTime,430.26,30.0
2024,1,6,6,2024-01-06,YX,SYR,"Syracuse, NY",NY,IAD,"Washington, DC",VA,-7.0,0.0,0.0,15.0,10.0,-35.0,0.0,0.0,0.0,,0.0,108.0,80.0,55.0,296.0,2,0.0,0.0,0.0,0.0,0.0,February,0,Early/OnTime,322.91,25.0
2024,4,14,7,2024-04-14,F9,MDW,"Chicago, IL",IL,DFW,"Dallas/Fort Worth, TX",TX,-13.0,0.0,0.0,10.0,9.0,-40.0,0.0,0.0,0.0,,0.0,165.0,138.0,119.0,797.0,4,0.0,0.0,0.0,0.0,0.0,February,0,Early/OnTime,401.85,19.0
2024,3,15,5,2024-03-15,AA,MIA,"Miami, FL",FL,PHL,"Philadelphia, PA",PA,-6.0,0.0,0.0,12.0,3.0,-18.0,0.0,0.0,0.0,,0.0,165.0,153.0,138.0,1013.0,5,0.0,0.0,0.0,0.0,0.0,February,0,Early/OnTime,440.43,15.0
2024,1,9,2,2024-01-09,WN,MSY,"New Orleans, LA",LA,MDW,"Chicago, IL",IL,-1.0,0.0,0.0,8.0,6.0,-24.0,0.0,0.0,0.0,,0.0,135.0,112.0,98.0,825.0,4,0.0,0.0,0.0,0.0,0.0,February,0,Early/OnTime,505.1,14.0
2024,3,18,1,2024-03-18,MQ,DFW,"Dallas/Fort Worth, TX",TX,MAF,"Midland/Odessa, TX",TX,-9.0,0.0,0.0,19.0,3.0,-21.0,0.0,0.0,0.0,,0.0,88.0,76.0,54.0,309.0,2,0.0,0.0,0.0,0.0,0.0,February,0,Early/OnTime,343.33,22.0
2024,4,1,1,2024-04-01,WN,RSW,"Fort Myers, FL",FL,STL,"St. Louis, MO",MO,27.0,27.0,1.0,21.0,5.0,20.0,20.0,1.0,0.0,,0.0,170.0,163.0,137.0,979.0,4,0.0,0.0,0.0,0.0,20.0,February,1,Moderate Delay,428.76,26.0
2024,2,7,3,2024-02-07,UA,DEN,"Denver, CO",CO,MIA,"Miami, FL",FL,26.0,26.0,1.0,15.0,7.0,2.0,2.0,0.0,0.0,,0.0,235.0,211.0,189.0,1709.0,7,0.0,0.0,0.0,0.0,0.0,February,0,Minor Delay,542.54,22.0
2024,2,11,7,2024-02-11,UA,EGE,"Eagle, CO",CO,ORD,"Chicago, IL",IL,107.0,107.0,1.0,13.0,19.0,106.0,106.0,1.0,0.0,,0.0,167.0,166.0,134.0,1007.0,5,0.0,0.0,0.0,0.0,106.0,February,1,Severe Delay,450.9,32.0
2024,3,21,4,2024-03-21,NK,LGA,"New York, NY",NY,MCO,"Orlando, FL",FL,-11.0,0.0,0.0,11.0,19.0,-27.0,0.0,0.0,0.0,,0.0,179.0,163.0,133.0,950.0,4,0.0,0.0,0.0,0.0,0.0,February,0,Early/OnTime,428.57,30.0
2024,1,14,7,2024-01-14,DL,BNA,"Nashville, TN",TN,BOS,"Boston, MA",MA,-10.0,0.0,0.0,16.0,4.0,-31.0,0.0,0.0,0.0,,0.0,154.0,133.0,113.0,942.0,4,0.0,0.0,0.0,0.0,0.0,February,0,Early/OnTime,500.18,20.0
2024,4,21,7,2024-04-21,OO,RNO,"Reno, NV",NV,PHX,"Phoenix, AZ",AZ,-6.0,0.0,0.0,17.0,7.0,-5.0,0.0,0.0,0.0,,0.0,108.0,109.0,85.0,601.0,3,0.0,0.0,0.0,0.0,0.0,February,0,Early/OnTime,424.24,24.0
2024,4,25,4,2024-04-25,MQ,DFW,"Dallas/Fort Worth, TX",TX,SWO,"Stillwater, OK",OK,-2.0,0.0,0.0,29.0,4.0,9.0,9.0,0.0,0.0,,0.0,66.0,77.0,44.0,225.0,1,0.0,0.0,0.0,0.0,0.0,February,0,Minor Delay,306.82,33.0
2024,2,18,7,2024-02-18,YX,CLT,"Charlotte, NC",NC,BOS,"Boston, MA",MA,-3.0,0.0,0.0,24.0,9.0,-17.0,0.0,0.0,0.0,,0.0,144.0,130.0,97.0,728.0,3,0.0,0.0,0.0,0.0,0.0,February,0,Early/OnTime,450.31,33.0
2024,3,5,2,2024-03-05,DL,TUS,"Tucson, AZ",AZ,ATL,"Atlanta, GA",GA,2.0,2.0,0.0,13.0,11.0,-3.0,0.0,0.0,0.0,,0.0,204.0,199.0,175.0,1541.0,7,0.0,0.0,0.0,0.0,0.0,February,0,Early/OnTime,528.34,24.0
2024,2,5,1,2024-02-05,YX,BOS,"Boston, MA",MA,LGA,"New York, NY",NY,-7.0,0.0,0.0,23.0,6.0,-16.0,0.0,0.0,0.0,,0.0,87.0,78.0,49.0,184.0,1,0.0,0.0,0.0,0.0,0.0,February,0,Early/OnTime,225.31,29.0
2024,4,18,4,2024-04-18,WN,BHM,"Birmingham, AL",AL,MCO,"Orlando, FL",FL,25.0,25.0,1.0,10.0,7.0,9.0,9.0,0.0,0.0,,0.0,100.0,84.0,67.0,479.0,2,0.0,0.0,0.0,0.0,0.0,February,0,Minor Delay,428.96,17.0
2024,2,2,5,2024-02-02,UA,SFO,"San Francisco, CA",CA,DEN,"Denver, CO",CO,-6.0,0.0,0.0,18.0,7.0,-13.0,0.0,0.0,0.0,,0.0,166.0,159.0,134.0,967.0,4,0.0,0.0,0.0,0.0,0.0,February,0,Early/OnTime,432.99,25.0
2024,2,15,4,2024-02-15,AA,MIA,"Miami, FL",FL,CLT,"Charlotte, NC",NC,1.0,1.0,0.0,18.0,7.0,11.0,11.0,0.0,0.0,,0.0,126.0,136.0,111.0,650.0,3,0.0,0.0,0.0,0.0,0.0,February,0,Minor Delay,351.35,25.0
2024,1,4,4,2024-01-04,WN,ATL,"Atlanta, GA",GA,AUS,"Austin, TX",TX,5.0,5.0,0.0,13.0,8.0,-5.0,0.0,0.0,0.0,,0.0,150.0,140.0,119.0,813.0,4,0.0,0.0,0.0,0.0,0.0,February,0,Early/OnTime,409.92,21.0
2024,3,22,5,2024-03-22,AA,RDU,"Raleigh/Durham, NC",NC,DFW,"Dallas/Fort Worth, TX",TX,1.0,1.0,0.0,14.0,10.0,-11.0,0.0,0.0,0.0,,0.0,199.0,187.0,163.0,1061.0,5,0.0,0.0,0.0,0.0,0.0,February,0,Early/OnTime,390.55,24.0
2024,3,8,5,2024-03-08,DL,JFK,"New York, NY",NY,LAX,"Los Angeles, CA",CA,-7.0,0.0,0.0,23.0,12.0,-28.0,0.0,0.0,0.0,,0.0,388.0,367.0,332.0,2475.0,10,0.0,0.0,0.0,0.0,0.0,February,0,Early/OnTime,447.29,35.0
2024,3,30,6,2024-03-30,AA,MCI,"Kansas City, MO",MO,CLT,"Charlotte, NC",NC,-10.0,0.0,0.0,12.0,9.0,-21.0,0.0,0.0,0.0,,0.0,129.0,118.0,97.0,808.0,4,0.0,0.0,0.0,0.0,0.0,February,0,Early/OnTime,499.79,21.0
2024,2,25,7,2024-02-25,DL,ATL,"Atlanta, GA",GA,LAX,"Los Angeles, CA",CA,12.0,12.0,0.0,12.0,10.0,17.0,17.0,1.0,0.0,,0.0,295.0,300.0,278.0,1947.0,8,12.0,0.0,5.0,0.0,0.0,February,1,Moderate Delay,420.22,22.0
2024,2,9,5,2024-02-09,YX,EWR,"Newark, NJ",NJ,BOS,"Boston, MA",MA,-7.0,0.0,0.0,19.0,6.0,-16.0,0.0,0.0,0.0,,0.0,80.0,71.0,46.0,200.0,1,0.0,0.0,0.0,0.0,0.0,February,0,Early/OnTime,260.87,25.0
2024,2,5,1,2024-02-05,G4,PIE,"St. Petersburg, FL",FL,FSD,"Sioux Falls, SD",SD,0.0,0.0,0.0,12.0,5.0,-18.0,0.0,0.0,0.0,,0.0,213.0,195.0,178.0,1334.0,6,0.0,0.0,0.0,0.0,0.0,February,0,Early/OnTime,449.66,17.0
2024,3,19,2,2024-03-19,WN,DEN,"Denver, CO",CO,LAS,"Las Vegas, NV",NV,-1.0,0.0,0.0,16.0,4.0,-32.0,0.0,0.0,0.0,,0.0,130.0,99.0,79.0,628.0,3,0.0,0.0,0.0,0.0,0.0,February,0,Early/OnTime,476.96,20.0
2024,1,27,6,2024-01-27,NK,ATL,"Atlanta, GA",GA,IAH,"Houston, TX",TX,151.0,151.0,1.0,12.0,10.0,141.0,141.0,1.0,0.0,,0.0,144.0,134.0,112.0,689.0,3,9.0,0.0,132.0,0.0,0.0,February,1,Severe Delay,369.11,22.0
2024,2,24,6,2024-02-24,UA,ORD,"Chicago, IL",IL,LGA,"New York, NY",NY,-11.0,0.0,0.0,14.0,8.0,-26.0,0.0,0.0,0.0,,0.0,134.0,119.0,97.0,733.0,3,0.0,0.0,0.0,0.0,0.0,February,0,Early/OnTime,453.4,22.0
2024,2,13,2,2024-02-13,UA,IAH,"Houston, TX",TX,DEN,"Denver, CO",CO,-6.0,0.0,0.0,17.0,6.0,-17.0,0.0,0.0,0.0,,0.0,158.0,147.0,124.0,862.0,4,0.0,0.0,0.0,0.0,0.0,February,0,Early/OnTime,417.1,23.0
2024,3,29,5,2024-03-29,WN,SRQ,"Sarasota/Bradenton, FL",FL,DAL,"Dallas, TX",TX,-6.0,0.0,0.0,9.0,3.0,-31.0,0.0,0.0,0.0,,0.0,175.0,150.0,138.0,934.0,4,0.0,0.0,0.0,0.0,0.0,February,0,Early/OnTime,406.09,12.0
2024,1,20,6,2024-01-20,HA,ITO,"Hilo, HI",HI,HNL,"Honolulu, HI",HI,-1.0,0.0,0.0,11.0,16.0,7.0,7.0,0.0,0.0,,0.0,57.0,65.0,38.0,216.0,1,0.0,0.0,0.0,0.0,0.0,February,0,Minor Delay,341.05,27.0
2024,1,22,1,2024-01-22,WN,JAX,"Jacksonville, FL",FL,BWI,"Baltimore, MD",MD,-10.0,0.0,0.0,13.0,6.0,-18.0,0.0,0.0,0.0,,0.0,110.0,102.0,83.0,663.0,3,0.0,0.0,0.0,0.0,0.0,February,0,Early/OnTime,479.28,19.0
2024,3,28,4,2024-03-28,MQ,CLT,"Charlotte, NC",NC,HHH,"Hilton Head, SC",SC,-1.0,0.0,0.0,36.0,6.0,9.0,9.0,0.0,0.0,,0.0,82.0,92.0,50.0,207.0,1,0.0,0.0,0.0,0.0,0.0,February,0,Minor Delay,248.4,42.0
2024,2,24,6,2024-02-24,NK,MCO,"Orlando, FL",FL,CMH,"Columbus, OH",OH,33.0,33.0,1.0,13.0,10.0,48.0,48.0,1.0,0.0,,0.0,137.0,152.0,129.0,802.0,4,0.0,0.0,48.0,0.0,0.0,February,1,Moderate Delay,373.02,23.0
2024,1,7,7,2024-01-07,YX,BUF,"Buffalo, NY",NY,LGA,"New York, NY",NY,-6.0,0.0,0.0,36.0,5.0,4.0,4.0,0.0,0.0,,0.0,96.0,106.0,65.0,292.0,2,0.0,0.0,0.0,0.0,0.0,February,0,Minor Delay,269.54,41.0
2024,2,21,3,2024-02-21,OO,SFO,"San Francisco, CA",CA,SAN,"San Diego, CA",CA,-7.0,0.0,0.0,12.0,3.0,-14.0,0.0,0.0,0.0,,0.0,94.0,87.0,72.0,447.0,2,0.0,0.0,0.0,0.0,0.0,February,0,Early/OnTime,372.5,15.0
2024,3,13,3,2024-03-13,DL,SYR,"Syracuse, NY",NY,DTW,"Detroit, MI",MI,-1.0,0.0,0.0,14.0,8.0,-23.0,0.0,0.0,0.0,,0.0,110.0,88.0,66.0,374.0,2,0.0,0.0,0.0,0.0,0.0,February,0,Early/OnTime,340.0,22.0
2024,2,24,6,2024-02-24,OO,HDN,"Hayden, CO",CO,LAX,"Los Angeles, CA",CA,9.0,9.0,0.0,11.0,8.0,0.0,0.0,0.0,0.0,,0.0,158.0,149.0,130.0,763.0,4,0.0,0.0,0.0,0.0,0.0,February,0,Early/OnTime,352.15,19.0
2024,1,22,1,2024-01-22,DL,BOS,"Boston, MA",MA,TPA,"Tampa, FL",FL,-5.0,0.0,0.0,20.0,3.0,-33.0,0.0,0.0,0.0,,0.0,223.0,195.0,172.0,1185.0,5,0.0,0.0,0.0,0.0,0.0,February,0,Early/OnTime,413.37,23.0
2024,1,8,1,2024-01-08,WN,VPS,"Valparaiso, FL",FL,BNA,"Nashville, TN",TN,-7.0,0.0,0.0,11.0,4.0,-18.0,0.0,0.0,0.0,,0.0,90.0,79.0,64.0,389.0,2,0.0,0.0,0.0,0.0,0.0,February,0,Early/OnTime,364.69,15.0
2024,4,6,6,2024-04-06,UA,EWR,"Newark, NJ",NJ,FLL,"Fort Lauderdale, FL",FL,-1.0,0.0,0.0,17.0,10.0,-35.0,0.0,0.0,0.0,,0.0,192.0,158.0,131.0,1065.0,5,0.0,0.0,0.0,0.0,0.0,February,0,Early/OnTime,487.79,27.0
2024,3,5,2,2024-03-05,AS,PDX,"Portland, OR",OR,DCA,"Washington, DC",VA,-4.0,0.0,0.0,14.0,4.0,-6.0,0.0,0.0,0.0,,0.0,285.0,283.0,265.0,2350.0,10,0.0,0.0,0.0,0.0,0.0,February,0,Early/OnTime,532.08,18.0
2024,4,23,2,2024-04-23,MQ,AUS,"Austin, TX",TX,IND,"Indianapolis, IN",IN,31.0,31.0,1.0,12.0,4.0,24.0,24.0,1.0,0.0,,0.0,146.0,139.0,123.0,919.0,4,0.0,0.0,0.0,0.0,24.0,February,1,Moderate Delay,448.29,16.0
2024,4,26,5,2024-04-26,OO,ATW,"Appleton, WI",WI,ORD,"Chicago, IL",IL,-10.0,0.0,0.0,13.0,20.0,-18.0,0.0,0.0,0.0,,0.0,79.0,71.0,38.0,160.0,1,0.0,0.0,0.0,0.0,0.0,February,0,Early/OnTime,252.63,33.0
2024,2,27,2,2024-02-27,UA,IAD,"Washington, DC",VA,ORF,"Norfolk, VA",VA,-14.0,0.0,0.0,11.0,12.0,-18.0,0.0,0.0,0.0,,0.0,62.0,58.0,35.0,157.0,1,0.0,0.0,0.0,0.0,0.0,February,0,Early/OnTime,269.14,23.0
2024,4,6,6,2024-04-06,F9,ONT,"Ontario, CA",CA,LAS,"Las Vegas, NV",NV,-8.0,0.0,0.0,13.0,8.0,-15.0,0.0,0.0,0.0,,0.0,72.0,65.0,44.0,197.0,1,0.0,0.0,0.0,0.0,0.0,February,0,Early/OnTime,268.64,21.0
2024,4,23,2,2024-04-23,UA,DEN,"Denver, CO",CO,STL,"St. Louis, MO",MO,19.0,19.0,1.0,16.0,4.0,5.0,5.0,0.0,0.0,,0.0,124.0,110.0,90.0,770.0,4,0.0,0.0,0.0,0.0,0.0,February,0,Minor Delay,513.33,20.0
2024,4,12,5,2024-04-12,9E,BDL,"Hartford, CT",CT,LGA,"New York, NY",NY,0.0,0.0,0.0,24.0,10.0,-1.0,0.0,0.0,0.0,,0.0,66.0,65.0,31.0,101.0,1,0.0,0.0,0.0,0.0,0.0,February,0,Early/OnTime,195.48,34.0
2024,2,15,4,2024-02-15,OO,BOI,"Boise, ID",ID,SEA,"Seattle, WA",WA,1.0,1.0,0.0,15.0,5.0,-18.0,0.0,0.0,0.0,,0.0,110.0,91.0,71.0,399.0,2,0.0,0.0,0.0,0.0,0.0,February,0,Early/OnTime,337.18,20.0
2024,3,23,6,2024-03-23,UA,IAH,"Houston, TX",TX,LAX,"Los Angeles, CA",CA,0.0,0.0,0.0,19.0,10.0,14.0,14.0,0.0,0.0,,0.0,230.0,244.0,215.0,1379.0,6,0.0,0.0,0.0,0.0,0.0,February,0,Minor Delay,384.84,29.0
2024,1,9,2,2024-01-09,OO,SFO,"San Francisco, CA",CA,PDX,"Portland, OR",OR,-3.0,0.0,0.0,11.0,6.0,-5.0,0.0,0.0,0.0,,0.0,111.0,109.0,92.0,550.0,3,0.0,0.0,0.0,0.0,0.0,February,0,Early/OnTime,358.7,17.0
2024,1,16,2,2024-01-16,AA,DAB,"Daytona Beach, FL",FL,CLT,"Charlotte, NC",NC,17.0,17.0,1.0,12.0,12.0,7.0,7.0,0.0,0.0,,0.0,101.0,91.0,67.0,416.0,2,0.0,0.0,0.0,0.0,0.0,February,0,Minor Delay,372.54,24.0
